data,descricao,entrada,saida,id_cliente,data_vencimento,data_pagamento,valor_fatura
2024-01-16,Produto D,1432.0308629003991,0.0,C228,2024-02-15,2024-02-23,1432.0308629003991
2024-01-16,Pagamento Impostos,0.0,1308.6847601858296,ADM,2024-01-16,2024-01-20,1308.6847601858296
2024-01-16,Produto B,2076.173656921007,0.0,C380,2024-02-15,2024-03-01,2076.173656921007
2024-01-16,Produto A,1717.2217175809958,0.0,C256,2024-02-15,2024-02-13,1717.2217175809958
2024-01-16,Consultoria,1422.4593524067814,0.0,C145,2024-02-15,2024-02-26,1422.4593524067814
2024-01-16,Assinatura Trimestral,791.3094069500472,0.0,C235,2024-02-15,2024-02-20,791.3094069500472
2024-01-16,Produto D,1518.549401146727,0.0,C309,2024-02-15,2024-02-20,1518.549401146727
2024-01-16,Consultoria,1165.7548060338163,0.0,C335,2024-02-15,2024-02-25,1165.7548060338163
2024-01-16,Consultoria,1291.5794793249336,0.0,C426,2024-02-15,2024-02-20,1291.5794793249336
2024-01-17,Suporte,844.2611550295472,0.0,C064,2024-02-16,2024-02-25,844.2611550295472
2024-01-17,Produto A,891.5423511883247,0.0,C389,2024-02-16,2024-02-26,891.5423511883247
2024-01-17,Suporte,1092.0518431325702,0.0,C362,2024-02-16,2024-02-24,1092.0518431325702
2024-01-17,Assinatura Anual,1135.4714511125376,0.0,C261,2024-02-16,2024-02-15,1135.4714511125376
2024-01-18,Suporte,2342.7018513186417,0.0,C163,2024-02-17,2024-02-14,2342.7018513186417
2024-01-18,Produto C,2095.996369743979,0.0,C037,2024-02-17,2024-02-23,2095.996369743979
2024-01-18,Salários,0.0,835.6468312748102,S008,2024-01-18,2024-01-22,835.6468312748102
2024-01-18,Produto A,2003.1811317905058,0.0,C351,2024-02-17,2024-02-21,2003.1811317905058
2024-01-18,Produto C,2210.0426363630495,0.0,C279,2024-02-17,2024-02-13,2210.0426363630495
2024-01-18,Salários,0.0,1291.9842808601243,S008,2024-01-18,2024-01-21,1291.9842808601243
2024-01-18,Produto B,1399.2929419253678,0.0,C288,2024-02-17,2024-03-03,1399.2929419253678
2024-01-18,Produto A,2345.148311835495,0.0,C169,2024-02-17,2024-02-15,2345.148311835495
2024-01-18,Pagamento Seguros,0.0,686.5852961158555,ADM,2024-01-18,2024-01-21,686.5852961158555
2024-01-18,Marketing,0.0,910.4217592195257,G006,2024-01-18,2024-01-23,910.4217592195257
2024-01-19,Pagamento Impostos,0.0,558.6579068883389,MKT,2024-01-19,2024-01-21,558.6579068883389
2024-01-19,Produto A,2048.0508908139545,0.0,C486,2024-02-18,2024-02-28,2048.0508908139545
2024-01-19,Consultoria,880.1006786163534,0.0,C157,2024-02-18,2024-02-26,880.1006786163534
2024-01-19,Consultoria,1786.4139557888298,0.0,C189,2024-02-18,2024-02-29,1786.4139557888298
2024-01-19,Compra Equipamentos,0.0,633.7289329940756,FIN,2024-01-19,2024-01-21,633.7289329940756
2024-01-19,Produto C,1731.5857676733926,0.0,C451,2024-02-18,2024-02-25,1731.5857676733926
2024-01-19,Produto D,2233.0830696393764,0.0,C251,2024-02-18,2024-02-16,2233.0830696393764
2024-01-20,Produto A,1635.3842288192877,0.0,C161,2024-02-19,2024-02-21,1635.3842288192877
2024-01-20,Assinatura Trimestral,845.0429639515538,0.0,C274,2024-02-19,2024-02-16,845.0429639515538
2024-01-20,Assinatura Anual,1135.1617754709048,0.0,C460,2024-02-19,2024-02-25,1135.1617754709048
2024-01-20,Produto A,2241.813422726216,0.0,C222,2024-02-19,2024-02-29,2241.813422726216
2024-01-20,Assinatura Anual,1488.2061413612512,0.0,C213,2024-02-19,2024-02-20,1488.2061413612512
2024-01-20,Pagamento Seguros,0.0,795.7880986896672,G006,2024-01-20,2024-01-24,795.7880986896672
2024-01-20,Consultoria,2064.834981048791,0.0,C129,2024-02-19,2024-02-27,2064.834981048791
2024-01-20,Pagamento Impostos,0.0,488.7488691574546,S008,2024-01-20,2024-01-21,488.7488691574546
2024-01-21,Produto D,1679.2361839985397,0.0,C477,2024-02-20,2024-02-27,1679.2361839985397
2024-01-21,Suporte,1198.3867550519492,0.0,C306,2024-02-20,2024-02-22,1198.3867550519492
2024-01-21,Produto B,1523.5818211318267,0.0,C313,2024-02-20,2024-02-29,1523.5818211318267
2024-01-21,Assinatura Anual,1875.5507275517991,0.0,C297,2024-02-20,2024-02-29,1875.5507275517991
2024-01-21,Despesa Patrocínios,0.0,600.7076974999712,S008,2024-01-21,2024-01-23,600.7076974999712
2024-01-21,Consultoria,1594.0363937224154,0.0,C289,2024-02-20,2024-02-24,1594.0363937224154
2024-01-21,Assinatura Anual,2186.2322568144364,0.0,C188,2024-02-20,2024-03-03,2186.2322568144364
2024-01-21,Produto D,1368.4976576104168,0.0,C462,2024-02-20,2024-02-26,1368.4976576104168
2024-01-21,Consultoria,2147.391441305986,0.0,C381,2024-02-20,2024-02-22,2147.391441305986
2024-01-22,Suporte,1398.556923364311,0.0,C045,2024-02-21,2024-03-01,1398.556923364311
2024-01-22,Pagamento Impostos,0.0,1128.2149096422736,S008,2024-01-22,2024-01-25,1128.2149096422736
2024-01-22,Produto C,974.6733589706009,0.0,C359,2024-02-21,2024-03-05,974.6733589706009
2024-01-22,Produto C,1056.450189156148,0.0,C363,2024-02-21,2024-03-07,1056.450189156148
2024-01-22,Salários,0.0,809.3151030799856,FIN,2024-01-22,2024-01-23,809.3151030799856
2024-01-22,Produto A,796.3470892977014,0.0,C024,2024-02-21,2024-03-07,796.3470892977014
2024-01-22,Pagamento Impostos,0.0,666.0489456728013,FIN,2024-01-22,2024-01-25,666.0489456728013
2024-01-22,Consultoria,854.3683811421027,0.0,C256,2024-02-21,2024-03-03,854.3683811421027
2024-01-22,Produto A,991.2240586814208,0.0,C041,2024-02-21,2024-03-01,991.2240586814208
2024-01-23,Produto C,927.3422662434538,0.0,C440,2024-02-22,2024-02-28,927.3422662434538
2024-01-23,Compra Matéria-prima,0.0,1324.883563278241,S008,2024-01-23,2024-01-26,1324.883563278241
2024-01-23,Assinatura Trimestral,1732.9937479054868,0.0,C435,2024-02-22,2024-03-01,1732.9937479054868
2024-01-23,Suporte,1721.0049217893527,0.0,C467,2024-02-22,2024-02-29,1721.0049217893527
2024-01-24,Pagamento Impostos,0.0,833.0378779972823,MKT,2024-01-24,2024-01-29,833.0378779972823
2024-01-24,Produto C,1539.2122131585782,0.0,C264,2024-02-23,2024-02-20,1539.2122131585782
2024-01-24,Produto D,2311.592042203262,0.0,C004,2024-02-23,2024-02-25,2311.592042203262
2024-01-24,Produto D,990.9327098628609,0.0,C446,2024-02-23,2024-03-09,990.9327098628609
2024-01-24,Produto B,1103.7828332354054,0.0,C435,2024-02-23,2024-02-28,1103.7828332354054
2024-01-25,Produto A,860.6404078697572,0.0,C384,2024-02-24,2024-02-25,860.6404078697572
2024-01-25,Assinatura Anual,942.8321606965683,0.0,C440,2024-02-24,2024-02-19,942.8321606965683
2024-01-25,Produto A,1461.4917757125047,0.0,C486,2024-02-24,2024-02-21,1461.4917757125047
2024-01-25,Aluguel,0.0,827.405079094234,F001,2024-01-25,2024-01-30,827.405079094234
2024-01-25,Suporte,2028.7911345160855,0.0,C109,2024-02-24,2024-02-29,2028.7911345160855
2024-01-25,Consultoria,1679.9717083829344,0.0,C451,2024-02-24,2024-02-29,1679.9717083829344
2024-01-25,Despesa Patrocínios,0.0,525.7495277765935,FIN,2024-01-25,2024-01-28,525.7495277765935
2024-01-25,Suporte,2293.994026140708,0.0,C091,2024-02-24,2024-03-10,2293.994026140708
2024-01-25,Consultoria,1968.6539774726625,0.0,C296,2024-02-24,2024-02-27,1968.6539774726625
2024-01-25,Suporte,1553.4655675819242,0.0,C242,2024-02-24,2024-02-23,1553.4655675819242
2024-01-26,Produto C,1298.2027252463718,0.0,C021,2024-02-25,2024-02-23,1298.2027252463718
2024-01-26,Produto A,2324.2271747648933,0.0,C053,2024-02-25,2024-03-02,2324.2271747648933
2024-01-26,Suporte,1439.3642767808176,0.0,C283,2024-02-25,2024-03-10,1439.3642767808176
2024-01-26,Suporte,1535.2089213284355,0.0,C334,2024-02-25,2024-03-01,1535.2089213284355
2024-01-26,Assinatura Trimestral,1452.4528143054438,0.0,C079,2024-02-25,2024-03-03,1452.4528143054438
2024-01-26,Produto D,882.6993998692064,0.0,C489,2024-02-25,2024-03-01,882.6993998692064
2024-01-26,Suporte,1134.8861612734784,0.0,C197,2024-02-25,2024-02-24,1134.8861612734784
2024-01-26,Produto A,1905.7216820860795,0.0,C487,2024-02-25,2024-02-26,1905.7216820860795
2024-01-26,Assinatura Anual,2154.9623213885825,0.0,C419,2024-02-25,2024-02-22,2154.9623213885825
2024-01-26,Suporte,1379.4736372579912,0.0,C353,2024-02-25,2024-03-04,1379.4736372579912
2024-01-27,Assinatura Trimestral,836.4799949383306,0.0,C072,2024-02-26,2024-02-25,836.4799949383306
2024-01-27,Produto D,1027.2119326729587,0.0,C138,2024-02-26,2024-02-26,1027.2119326729587
2024-01-27,Produto B,1695.3811984096321,0.0,C019,2024-02-26,2024-03-02,1695.3811984096321
2024-01-27,Assinatura Anual,2311.5242380239306,0.0,C209,2024-02-26,2024-02-25,2311.5242380239306
2024-01-27,Assinatura Anual,1934.4025663543764,0.0,C307,2024-02-26,2024-02-26,1934.4025663543764
2024-01-27,Assinatura Trimestral,1379.5799828620252,0.0,C152,2024-02-26,2024-02-27,1379.5799828620252
2024-01-27,Pagamento Seguros,0.0,1235.0084045326273,G006,2024-01-27,2024-01-27,1235.0084045326273
2024-01-27,Produto C,1570.9819130849792,0.0,C487,2024-02-26,2024-02-21,1570.9819130849792
2024-01-27,Suporte,1447.921489646434,0.0,C033,2024-02-26,2024-03-03,1447.921489646434
2024-01-27,Produto C,1453.940365020683,0.0,C233,2024-02-26,2024-02-25,1453.940365020683
2024-01-28,Produto A,862.7476781281234,0.0,C074,2024-02-27,2024-03-10,862.7476781281234
2024-01-28,Assinatura Trimestral,2176.031060829342,0.0,C197,2024-02-27,2024-02-22,2176.031060829342
2024-01-28,Pagamento Impostos,0.0,1305.841601023563,F001,2024-01-28,2024-02-01,1305.841601023563
2024-01-28,Assinatura Trimestral,2278.555970153509,0.0,C376,2024-02-27,2024-03-04,2278.555970153509
2024-01-28,Produto D,1441.13810539647,0.0,C394,2024-02-27,2024-03-06,1441.13810539647
2024-01-28,Assinatura Trimestral,1076.3494636201408,0.0,C248,2024-02-27,2024-02-27,1076.3494636201408
2024-01-28,Consultoria,1732.946273786258,0.0,C183,2024-02-27,2024-03-11,1732.946273786258
2024-01-28,Assinatura Anual,1132.8426422711543,0.0,C123,2024-02-27,2024-02-23,1132.8426422711543
2024-01-29,Produto D,1715.095740390919,0.0,C464,2024-02-28,2024-03-04,1715.095740390919
2024-01-29,Despesa Patrocínios,0.0,945.6450605448697,G006,2024-01-29,2024-01-30,945.6450605448697
2024-01-29,Marketing,0.0,530.4991949467692,FIN,2024-01-29,2024-02-03,530.4991949467692
2024-01-29,Consultoria,991.3387276252497,0.0,C381,2024-02-28,2024-03-06,991.3387276252497
2024-01-29,Suporte,2155.7287941503564,0.0,C034,2024-02-28,2024-02-25,2155.7287941503564
2024-01-29,Suporte,1571.8560978370447,0.0,C194,2024-02-28,2024-03-10,1571.8560978370447
2024-01-29,Assinatura Anual,1063.8903886127894,0.0,C418,2024-02-28,2024-03-14,1063.8903886127894
2024-01-29,Produto B,2298.2247302831884,0.0,C277,2024-02-28,2024-03-01,2298.2247302831884
2024-01-29,Assinatura Anual,1972.5596525783217,0.0,C056,2024-02-28,2024-02-28,1972.5596525783217
2024-01-30,Assinatura Anual,898.7213092546559,0.0,C321,2024-02-29,2024-03-13,898.7213092546559
2024-01-30,Suporte,1397.9981237343547,0.0,C195,2024-02-29,2024-02-28,1397.9981237343547
2024-01-30,Aluguel,0.0,980.2162473471434,F001,2024-01-30,2024-01-31,980.2162473471434
2024-01-30,Produto B,1689.0792252377082,0.0,C154,2024-02-29,2024-03-07,1689.0792252377082
2024-01-30,Produto D,1206.5905170992146,0.0,C142,2024-02-29,2024-03-02,1206.5905170992146
2024-01-31,Pagamento Impostos,0.0,471.3025856623706,FIN,2024-01-31,2024-01-31,471.3025856623706
2024-01-31,Assinatura Anual,1146.1489817873385,0.0,C331,2024-03-01,2024-03-14,1146.1489817873385
2024-01-31,Assinatura Anual,1579.3415629204674,0.0,C126,2024-03-01,2024-03-05,1579.3415629204674
2024-01-31,Consultoria,1790.9053058908896,0.0,C170,2024-03-01,2024-03-03,1790.9053058908896
2024-01-31,Assinatura Anual,2113.6571175891777,0.0,C004,2024-03-01,2024-03-16,2113.6571175891777
2024-01-31,Produto C,1549.3388094741645,0.0,C500,2024-03-01,2024-03-12,1549.3388094741645
2024-02-01,Assinatura Trimestral,2607.8180833607544,0.0,C146,2024-03-02,2024-03-04,2607.8180833607544
2024-02-01,Produto D,1983.0135713993814,0.0,C238,2024-03-02,2024-03-03,1983.0135713993814
2024-02-01,Assinatura Trimestral,2491.9302586963445,0.0,C157,2024-03-02,2024-03-04,2491.9302586963445
2024-02-01,Pagamento Impostos,0.0,1665.5989731168313,ADM,2024-02-01,2024-02-03,1665.5989731168313
2024-02-01,Marketing,0.0,2136.5608236596454,FIN,2024-02-01,2024-02-01,2136.5608236596454
2024-02-01,Produto B,1509.355697707532,0.0,C448,2024-03-02,2024-03-07,1509.355697707532
2024-02-01,Produto A,1899.1847051610193,0.0,C084,2024-03-02,2024-02-26,1899.1847051610193
2024-02-02,Assinatura Trimestral,1849.2543599889605,0.0,C007,2024-03-03,2024-02-27,1849.2543599889605
2024-02-02,Compra Matéria-prima,0.0,2144.9769607148405,MKT,2024-02-02,2024-02-05,2144.9769607148405
2024-02-02,Produto D,2244.5119932238617,0.0,C197,2024-03-03,2024-03-02,2244.5119932238617
2024-02-02,Produto A,2309.188312815951,0.0,C028,2024-03-03,2024-03-16,2309.188312815951
2024-02-02,Pagamento Seguros,0.0,1565.2139095179093,ADM,2024-02-02,2024-02-02,1565.2139095179093
2024-02-03,Consultoria,2650.5059070212574,0.0,C301,2024-03-04,2024-03-14,2650.5059070212574
2024-02-03,Produto A,1901.7983262888638,0.0,C076,2024-03-04,2024-03-18,1901.7983262888638
2024-02-03,Assinatura Trimestral,1615.7563632673525,0.0,C452,2024-03-04,2024-03-06,1615.7563632673525
2024-02-03,Produto A,2592.8803546395343,0.0,C014,2024-03-04,2024-02-28,2592.8803546395343
2024-02-03,Suporte,1923.7887325199383,0.0,C415,2024-03-04,2024-03-18,1923.7887325199383
2024-02-03,Salários,0.0,2064.7544282781582,S008,2024-02-03,2024-02-07,2064.7544282781582
2024-02-03,Aluguel,0.0,893.9332177757235,F001,2024-02-03,2024-02-07,893.9332177757235
2024-02-03,Produto D,1181.0263194088845,0.0,C136,2024-03-04,2024-02-29,1181.0263194088845
2024-02-03,Marketing,0.0,1266.340466348343,FIN,2024-02-03,2024-02-03,1266.340466348343
2024-02-03,Produto A,1812.2955557121295,0.0,C001,2024-03-04,2024-03-08,1812.2955557121295
2024-02-04,Produto C,1427.2324938517024,0.0,C065,2024-03-05,2024-03-03,1427.2324938517024
2024-02-04,Assinatura Anual,2784.9174707772186,0.0,C413,2024-03-05,2024-03-03,2784.9174707772186
2024-02-04,Compra Matéria-prima,0.0,1355.1252231413005,FIN,2024-02-04,2024-02-08,1355.1252231413005
2024-02-04,Compra Matéria-prima,0.0,2048.6300152622116,ADM,2024-02-04,2024-02-08,2048.6300152622116
2024-02-05,Despesa Patrocínios,0.0,1739.4831121594802,FIN,2024-02-05,2024-02-09,1739.4831121594802
2024-02-05,Produto C,2265.5355516167747,0.0,C439,2024-03-06,2024-03-11,2265.5355516167747
2024-02-05,Compra Equipamentos,0.0,1486.1041355204134,ADM,2024-02-05,2024-02-07,1486.1041355204134
2024-02-06,Produto D,2047.9436835677784,0.0,C292,2024-03-07,2024-03-09,2047.9436835677784
2024-02-06,Despesa Patrocínios,0.0,1984.4916070465251,F001,2024-02-06,2024-02-11,1984.4916070465251
2024-02-06,Produto C,2230.8307870955487,0.0,C491,2024-03-07,2024-03-08,2230.8307870955487
2024-02-06,Produto C,1740.8343648614414,0.0,C306,2024-03-07,2024-03-06,1740.8343648614414
2024-02-06,Produto A,1717.9751093180587,0.0,C194,2024-03-07,2024-03-12,1717.9751093180587
2024-02-06,Consultoria,958.6628362603341,0.0,C212,2024-03-07,2024-03-06,958.6628362603341
2024-02-06,Assinatura Trimestral,1076.9607457684665,0.0,C275,2024-03-07,2024-03-14,1076.9607457684665
2024-02-07,Produto D,2657.487418407446,0.0,C148,2024-03-08,2024-03-06,2657.487418407446
2024-02-07,Produto A,1524.020409300784,0.0,C478,2024-03-08,2024-03-05,1524.020409300784
2024-02-07,Pagamento Seguros,0.0,1862.0331505953732,MKT,2024-02-07,2024-02-12,1862.0331505953732
2024-02-07,Produto B,1250.613489713881,0.0,C408,2024-03-08,2024-03-23,1250.613489713881
2024-02-07,Pagamento Impostos,0.0,1949.2745747679228,S008,2024-02-07,2024-02-10,1949.2745747679228
2024-02-07,Marketing,0.0,1729.1198880138331,G006,2024-02-07,2024-02-12,1729.1198880138331
2024-02-07,Despesa Patrocínios,0.0,1729.8684288302147,F001,2024-02-07,2024-02-11,1729.8684288302147
2024-02-07,Compra Equipamentos,0.0,1434.9074971823854,F001,2024-02-07,2024-02-12,1434.9074971823854
2024-02-07,Suporte,2611.3267972313256,0.0,C456,2024-03-08,2024-03-20,2611.3267972313256
2024-02-07,Produto C,2853.903643662744,0.0,C169,2024-03-08,2024-03-10,2853.903643662744
2024-02-08,Assinatura Trimestral,1747.483973436786,0.0,C500,2024-03-09,2024-03-18,1747.483973436786
2024-02-08,Assinatura Anual,1425.765812874542,0.0,C076,2024-03-09,2024-03-14,1425.765812874542
2024-02-08,Produto D,1848.1895895853518,0.0,C205,2024-03-09,2024-03-05,1848.1895895853518
2024-02-08,Produto A,1382.801109681225,0.0,C222,2024-03-09,2024-03-20,1382.801109681225
2024-02-08,Produto B,1559.4904780732772,0.0,C025,2024-03-09,2024-03-21,1559.4904780732772
2024-02-08,Produto D,2623.9001461112443,0.0,C496,2024-03-09,2024-03-13,2623.9001461112443
2024-02-08,Compra Equipamentos,0.0,1194.5640216002862,ADM,2024-02-08,2024-02-11,1194.5640216002862
2024-02-08,Compra Matéria-prima,0.0,1877.7148676159886,S008,2024-02-08,2024-02-08,1877.7148676159886
2024-02-09,Suporte,1011.650426222877,0.0,C173,2024-03-10,2024-03-12,1011.650426222877
2024-02-09,Pagamento Seguros,0.0,1603.0119704062272,FIN,2024-02-09,2024-02-13,1603.0119704062272
2024-02-09,Suporte,1822.6186436902765,0.0,C475,2024-03-10,2024-03-17,1822.6186436902765
2024-02-09,Consultoria,1812.757350656046,0.0,C340,2024-03-10,2024-03-15,1812.757350656046
2024-02-10,Suporte,2733.4911319607354,0.0,C102,2024-03-11,2024-03-07,2733.4911319607354
2024-02-10,Pagamento Impostos,0.0,1279.3262029159043,S008,2024-02-10,2024-02-12,1279.3262029159043
2024-02-10,Consultoria,1818.4216632688976,0.0,C454,2024-03-11,2024-03-09,1818.4216632688976
2024-02-11,Produto D,1171.8747267193023,0.0,C367,2024-03-12,2024-03-24,1171.8747267193023
2024-02-11,Produto B,1892.1384615366871,0.0,C367,2024-03-12,2024-03-13,1892.1384615366871
2024-02-11,Produto D,1289.0714546735253,0.0,C301,2024-03-12,2024-03-21,1289.0714546735253
2024-02-11,Suporte,1406.3019702615788,0.0,C398,2024-03-12,2024-03-19,1406.3019702615788
2024-02-11,Suporte,1714.8426449127985,0.0,C116,2024-03-12,2024-03-14,1714.8426449127985
2024-02-11,Pagamento Seguros,0.0,1384.0472882714841,S008,2024-02-11,2024-02-11,1384.0472882714841
2024-02-11,Salários,0.0,1966.2361028569799,S008,2024-02-11,2024-02-16,1966.2361028569799
2024-02-11,Produto D,1269.8630321061914,0.0,C055,2024-03-12,2024-03-18,1269.8630321061914
2024-02-12,Produto C,1607.8229858732852,0.0,C028,2024-03-13,2024-03-15,1607.8229858732852
2024-02-12,Produto C,2699.7892589704916,0.0,C331,2024-03-13,2024-03-15,2699.7892589704916
2024-02-12,Suporte,2264.57275762938,0.0,C347,2024-03-13,2024-03-23,2264.57275762938
2024-02-12,Produto B,2107.3321461286073,0.0,C154,2024-03-13,2024-03-27,2107.3321461286073
2024-02-12,Produto A,2095.8798860189536,0.0,C003,2024-03-13,2024-03-19,2095.8798860189536
2024-02-12,Produto C,2464.244917531867,0.0,C002,2024-03-13,2024-03-14,2464.244917531867
2024-02-13,Consultoria,1993.4594935343487,0.0,C129,2024-03-14,2024-03-21,1993.4594935343487
2024-02-13,Consultoria,1018.4148630517791,0.0,C324,2024-03-14,2024-03-26,1018.4148630517791
2024-02-13,Produto B,2006.7469718163181,0.0,C318,2024-03-14,2024-03-15,2006.7469718163181
2024-02-13,Assinatura Anual,1083.9360412703645,0.0,C319,2024-03-14,2024-03-25,1083.9360412703645
2024-02-13,Assinatura Trimestral,2663.492034827304,0.0,C311,2024-03-14,2024-03-16,2663.492034827304
2024-02-13,Pagamento Impostos,0.0,1363.3534401949948,S008,2024-02-13,2024-02-18,1363.3534401949948
2024-02-13,Despesa Patrocínios,0.0,1883.0860732825404,MKT,2024-02-13,2024-02-13,1883.0860732825404
2024-02-13,Assinatura Trimestral,1324.8031301074973,0.0,C240,2024-03-14,2024-03-29,1324.8031301074973
2024-02-14,Pagamento Impostos,0.0,2137.393686720295,FIN,2024-02-14,2024-02-15,2137.393686720295
2024-02-14,Compra Matéria-prima,0.0,1880.291868268243,S008,2024-02-14,2024-02-18,1880.291868268243
2024-02-14,Assinatura Trimestral,1163.432623414377,0.0,C241,2024-03-15,2024-03-30,1163.432623414377
2024-02-14,Suporte,1096.4091904109575,0.0,C358,2024-03-15,2024-03-24,1096.4091904109575
2024-02-14,Assinatura Anual,2092.9034522942165,0.0,C472,2024-03-15,2024-03-13,2092.9034522942165
2024-02-14,Pagamento Impostos,0.0,2136.52267055296,G006,2024-02-14,2024-02-19,2136.52267055296
2024-02-14,Compra Matéria-prima,0.0,1538.2187242487246,G006,2024-02-14,2024-02-18,1538.2187242487246
2024-02-14,Pagamento Impostos,0.0,1091.0615135969263,FIN,2024-02-14,2024-02-14,1091.0615135969263
2024-02-14,Produto D,1863.4333990014309,0.0,C159,2024-03-15,2024-03-25,1863.4333990014309
2024-02-15,Assinatura Anual,1106.557627156062,0.0,C002,2024-03-16,2024-03-30,1106.557627156062
2024-02-15,Produto D,1785.8823938479663,0.0,C407,2024-03-16,2024-03-25,1785.8823938479663
2024-02-15,Consultoria,2397.2353895542337,0.0,C168,2024-03-16,2024-03-30,2397.2353895542337
2024-02-15,Produto A,1279.236705545439,0.0,C072,2024-03-16,2024-03-13,1279.236705545439
2024-02-15,Produto B,2449.519436794385,0.0,C454,2024-03-16,2024-03-30,2449.519436794385
2024-02-15,Suporte,2747.858675871954,0.0,C001,2024-03-16,2024-03-26,2747.858675871954
2024-02-16,Produto D,1875.4878073553355,0.0,C499,2024-03-17,2024-03-23,1875.4878073553355
2024-02-16,Assinatura Anual,1948.758354075029,0.0,C191,2024-03-17,2024-03-22,1948.758354075029
2024-02-16,Assinatura Anual,1260.041180535499,0.0,C088,2024-03-17,2024-03-22,1260.041180535499
2024-02-16,Produto C,1212.9852657369731,0.0,C135,2024-03-17,2024-03-15,1212.9852657369731
2024-02-16,Assinatura Trimestral,1308.4255761018487,0.0,C047,2024-03-17,2024-03-14,1308.4255761018487
2024-02-16,Produto C,1872.8236903107575,0.0,C170,2024-03-17,2024-03-23,1872.8236903107575
2024-02-16,Produto C,1746.6200897284943,0.0,C015,2024-03-17,2024-03-22,1746.6200897284943
2024-02-16,Consultoria,2240.7303377551616,0.0,C459,2024-03-17,2024-03-18,2240.7303377551616
2024-02-17,Consultoria,2375.9174511594974,0.0,C055,2024-03-18,2024-03-16,2375.9174511594974
2024-02-17,Produto C,2496.2843293067936,0.0,C393,2024-03-18,2024-04-01,2496.2843293067936
2024-02-17,Suporte,1271.1215910999213,0.0,C346,2024-03-18,2024-03-15,1271.1215910999213
2024-02-17,Assinatura Anual,2786.714418465397,0.0,C464,2024-03-18,2024-03-27,2786.714418465397
2024-02-17,Suporte,2685.1831712472995,0.0,C270,2024-03-18,2024-03-22,2685.1831712472995
2024-02-17,Produto D,2203.603398059696,0.0,C252,2024-03-18,2024-04-02,2203.603398059696
2024-02-17,Produto D,1208.5109657400535,0.0,C484,2024-03-18,2024-03-22,1208.5109657400535
2024-02-17,Salários,0.0,1081.9487099615903,MKT,2024-02-17,2024-02-17,1081.9487099615903
2024-02-17,Salários,0.0,739.4641552567812,FIN,2024-02-17,2024-02-22,739.4641552567812
2024-02-17,Suporte,1691.5118590669815,0.0,C148,2024-03-18,2024-03-13,1691.5118590669815
2024-02-18,Assinatura Trimestral,2114.51956985076,0.0,C353,2024-03-19,2024-04-01,2114.51956985076
2024-02-18,Produto D,1291.390787022632,0.0,C481,2024-03-19,2024-03-23,1291.390787022632
2024-02-18,Produto D,1050.2854313829982,0.0,C125,2024-03-19,2024-04-01,1050.2854313829982
2024-02-19,Assinatura Anual,965.4985912947916,0.0,C480,2024-03-20,2024-04-02,965.4985912947916
2024-02-19,Assinatura Trimestral,1857.4510876427807,0.0,C307,2024-03-20,2024-03-30,1857.4510876427807
2024-02-19,Produto B,2323.8373781443697,0.0,C078,2024-03-20,2024-03-20,2323.8373781443697
2024-02-19,Suporte,1637.4557508943337,0.0,C368,2024-03-20,2024-04-02,1637.4557508943337
2024-02-19,Suporte,1020.9439700527719,0.0,C023,2024-03-20,2024-03-28,1020.9439700527719
2024-02-19,Produto D,2235.9231437991625,0.0,C126,2024-03-20,2024-03-31,2235.9231437991625
2024-02-19,Pagamento Seguros,0.0,1726.6845533667279,MKT,2024-02-19,2024-02-24,1726.6845533667279
2024-02-19,Consultoria,1054.1334744403387,0.0,C296,2024-03-20,2024-03-22,1054.1334744403387
2024-02-19,Consultoria,2619.720508287631,0.0,C324,2024-03-20,2024-03-18,2619.720508287631
2024-02-20,Produto A,2085.92789832261,0.0,C162,2024-03-21,2024-03-19,2085.92789832261
2024-02-20,Produto B,2075.5161082331183,0.0,C483,2024-03-21,2024-03-29,2075.5161082331183
2024-02-20,Consultoria,1315.262965729252,0.0,C332,2024-03-21,2024-04-03,1315.262965729252
2024-02-21,Produto A,2667.2653853781235,0.0,C155,2024-03-22,2024-03-25,2667.2653853781235
2024-02-21,Assinatura Trimestral,2720.8271295574605,0.0,C310,2024-03-22,2024-03-22,2720.8271295574605
2024-02-21,Assinatura Trimestral,1074.6793953921522,0.0,C115,2024-03-22,2024-03-28,1074.6793953921522
2024-02-21,Suporte,1190.2577751047543,0.0,C408,2024-03-22,2024-03-24,1190.2577751047543
2024-02-21,Produto B,1241.0502330389493,0.0,C045,2024-03-22,2024-04-06,1241.0502330389493
2024-02-21,Produto B,1963.4663248962402,0.0,C160,2024-03-22,2024-03-30,1963.4663248962402
2024-02-21,Suporte,2040.24396756843,0.0,C485,2024-03-22,2024-03-23,2040.24396756843
2024-02-22,Produto D,1423.4875058553098,0.0,C228,2024-03-23,2024-03-22,1423.4875058553098
2024-02-22,Produto B,2567.9678686424804,0.0,C277,2024-03-23,2024-04-05,2567.9678686424804
2024-02-22,Pagamento Seguros,0.0,1439.6531831107156,FIN,2024-02-22,2024-02-24,1439.6531831107156
2024-02-22,Assinatura Trimestral,2717.3610676630537,0.0,C412,2024-03-23,2024-04-01,2717.3610676630537
2024-02-23,Produto D,1852.1108966745553,0.0,C133,2024-03-24,2024-03-29,1852.1108966745553
2024-02-23,Produto C,1081.136457071145,0.0,C222,2024-03-24,2024-03-19,1081.136457071145
