Data;Descrição;Valor Pago;Meio Pagto;Cancelado
02/11/2024;"1 X DUCHA TUBULAR 2"" CHUVEIRO 25X25CM CROMADO SODRAMAR";R$ 0,00;;Não
02/11/2024;1 X BEBEDOURO AGUA INDUSTRIAL ACO INOX KARINA K40I;R$ 0,00;;Não
02/11/2024;"60 X CABO REDE LAN 4P CAT5e  METRO
2 X CONECTOR RJ45 BLINDADO CAT5E ";R$ 0,00;;Não
02/11/2024;"4 X PREGO COM CABECA 17X27 - 1 KG GERDAU
3 X PREGO COM CABECA 15X15 - 1 KG GERDAU
1 X PLACA ISOPOR PAPEL 1,00X0,50CM 2,0CM (PCT C/12)";R$ 0,00;;Não
02/11/2024;"200 X AREIA MEDIA ENSACADA 20KG 
1 X CABO REDE PATCH CORD RJ45 INJET 20 METRO";R$ 0,00;;Não
02/11/2024;"1 X TINTA SPRAY (BRANCO FOSCO) TEKBOND
1 X TINTA SPRAY (BRANCO BRILHANTE) TEKBOND";R$ 0,00;;Não
02/11/2024;5 X ROLO TEXTURA EXTRA RUSTICA 110/55 ATLAS;R$ 0,00;;Não
02/11/2024;1 X LONA PRETA MEDIA 4X50M 10KG ROLO SERLONAS/NEGREIRA;R$ 0,00;;Não
02/11/2024;2 X REVESTIMENTO 73004 (BRA) 32X57 1M² (CX COM 2M²);R$ 0,00;;Não
02/11/2024;"1 X PRIMER 516 PROTEC (5LT) RENDE ATE 75M2
2 X AUTONIVELANTE BASE PROTEC (20KG) SECA EM 24H
1 X COLA GLOBALFIX (GALAO DE 4KG)
1 X TAXA MININA PARA PISO LAMINADO";R$ 0,00;;Não
02/11/2024;"3 X DISCO DIAMANTADO TURBO 7""X180MM NAVALHA TITANIUM ";R$ 0,00;;Não
02/11/2024;3 X TINTA PISO 18L PRETO EXTRA EUCATEX ;R$ 0,00;;Não
02/11/2024;"1 X MANGUEIRA TRANCADA 1/2X2 VERDE ROLO IBIRA
1 X ESGUICHO 1/2 PARA MANGUEIRA";R$ 0,00;;Não
02/11/2024;"60 X PU40 CINZA 400GR POLYFORT
2 X ESPACADOR NIVELADOR 1,0MM CORTAG CAIXA C/500 UN.
1 X PARAFUSO DRYWALL 3,5X25 TROMB/AGULHA CX 1000 
3 X FITA PAPEL MICROPERFURADA DRYWALL 50MM X 150M MM DRYPLUS";R$ 0,00;;Não
02/11/2024;1 X OLEO DESENGRIPANTE 300ML/150 FAST LUB;R$ 0,00;;Não
02/11/2024;"4 X VALVULA AMERICANA INOX 3.1/2"" GHELPLUS";R$ 0,00;;Não
02/11/2024;5 X PINO ACO LISO ACAO INDIRETA 1/4X45MM ANCORA;R$ 0,00;;Não
02/11/2024;"20 X LUVA ESGOTO 150 AMANCO
20 X LUVA REDUCAO ESGOTO 150X100 AMANCO";R$ 0,00;;Não
02/11/2024;10 X FITA ZEBRADA 70MX200M ECOCONVERT;R$ 0,00;;Não
02/11/2024;1 X LANTERNA 1 LED A PILHA - 2 PILHA NAO INCLUSAS;R$ 0,00;;Não
02/11/2024;"4 X VALVULA ACO INOX 4.1/2 HIGIBAN
5 X ESPUMA EXPANSIVA 500ML DRYKO";R$ 0,00;;Não
02/11/2024;300 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Não
02/11/2024;"25 X LUVA AZUL 25X3/4 PLASTILIT
50 X COTOVELO 25X90 PLASTILIT";R$ 0,00;;Não
02/11/2024;30 X AUMENTO 3/4 MÉDIO COD 10861E;R$ 0,00;;Não
02/11/2024;"6 X SELANTE ACRILICO SELA TRINCAS BRANCO 360G KIT 12UN FISCHER
20 X SPRAY LACA REPARO BRANCO SEMIFOSCO 400ML SAYERLACK
10 X DISCO DIAMANTADO CONTINUO CLASSIC - 110x20mm NORTON
200 X PARAFUSO DRYWALL 3,5X25 TROMB/AGULHA UN.
1 X TARUCEL 20MM ROLO 50M
2 X LIXA MASSA 220 VERMELHO NORTON PCT C/50";R$ 0,00;;Não
02/11/2024;3 X POLYFORT CHAPISCO XA035 50KG;R$ 0,00;;Não
02/11/2024;"1 X VALVULA RETENCAO SOLD 50MM HIGIBAN
2 X REBOLO DIAMANTADO SEGMENTADO 115MM FERTAK";R$ 0,00;;Não
02/11/2024;"5 X SELA TRINCAS BR 495GR SOUDAL 
4 X ARGAMASSA ACI INTERIORES SA 20KG SIKA 
2 X MASSA PLASTICA CINZA 400G CARPLAST ";R$ 0,00;;Não
02/11/2024;"1 X KIT REPARO PISO PORCELANATO BRANCO CERAMICURE
1 X ROLO LÃ 23CM C/C HOBBY CASTOR";R$ 0,00;;Não
02/11/2024;"2 X ESPUMA EXPANSIVA 500ML DRYKO
20 X TEE AZUL 25X3/4 PLASTILIT
20 X DISCO SPED/INOX 4.1/2X7/8X1.0 BOSCH
20 X ARAME RECOZIDO TORCIDO 18 CIBRA
2 X ABRACADEIRA ROSCA SEM FIM 1/2"" 5/8"" 9MM
20 X MANGUEIRA NIVEL 5/16X1,5 50MT REFORCADA METRO IBIRA";R$ 0,00;;Não
02/11/2024;"3 X PINO ACO LISO ACAO INDIRETA 1/4X45MM ANCORA
5 X ARAME GALVANIZADO N.18 1,24MM GERDAU";R$ 0,00;;Não
02/11/2024;100 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Não
02/11/2024;1 X REGADOR PLASTICO 5L METASUL;R$ 0,00;;Não
02/11/2024;"6 X REJUNTE PRETO GRAFITE 1K QUARTZOLIT
24 X PU40 CINZA 400GR POLYFORT";R$ 0,00;;Não
02/11/2024;"2 X TINTA SPRAY (VERDE CLARO)
2 X TINTA SPRAY (VERMELHO) TEKBOND 
2 X TINTA SPRAY (AMARELO) TEKBOND
20 X GRAUTE 40 MPA 20KG BELA VISTA
1 X TINTA PISO 18L VERMELHO DEMAR. EUCATEX
1 X TINTA PISO 18L BRANCO DEMAR.EUCATEX
3 X ROLO LA S/RESPING 23CM CASTOR 
3 X SUPORTE ROLO 23CM SEM GAIOLA ROMA
3 X BROXA RETANGULAR VERDE MEDIA COMPEL
3 X PINCEL 3'' TIGRE
1 X GIZ DE CERA ESTACA VERMELHO USO PROFISSIONAL ACRILEX 12UNI
30 X DOBRADICA ZINCADA 850X3 SILVANA UN
7 X PORTA CADEADO 3.1/2 RCA
7 X CADEADO 35MM PADO";R$ 0,00;;Não
02/11/2024;100 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Não
02/11/2024;60 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Não
02/11/2024;10 X GESSO LENTO 40KG;R$ 0,00;;Não
02/11/2024;12 X GANCHO CANTONEIRA SUPORTE 5CM FERRO PRATELEIRA;R$ 0,00;;Não
02/11/2024;"1 X CIMENTO CPII 50KG CSN 
2 X PEDRA ENSACADA 20KG
1 X TECPLUS FLEX 18KG QUARTZOLIT (5000)";R$ 0,00;;Não
02/11/2024;4 X TINTA SPRAY (AZUL ESCURO);R$ 0,00;;Não
02/11/2024;"10 X GRAUTE 40 MPA 20KG BELA VISTA
5 X COMPOUND ADESIVO SIKA";R$ 0,00;;Não
02/11/2024;"10 X LUVA 25 PLASTILIT
15 X COTOVELO 25X90 PLASTILIT
9 X COTOVELO 25X45° AMANCO
21 X COTOVELO 25X45 PLASTILIT ";R$ 0,00;;Não
02/11/2024;2 X COLETE REFLETIVO AMARELO G KALIPSO;R$ 0,00;;Não
02/11/2024;"1 X AGUARRAS 900ML - EUCATEX
2 X ESPATULA 12CM CABO PLASTICO MAX
1 X PINCEL 2"" 50,8MM ROMA
1 X PINCEL 1"" 25,4MM ROMA
3 X PINCEL ACHATADO 08 TIGRE UN.
1 X COLHER PEDREIRO 08 PACETTA";R$ 0,00;;Não
02/11/2024;"3 X CABO VASSOURA 1,20M C/ROSCA DSR
4 X ROLO TEXTURA EXTRA RUSTICA 110/55 ATLAS
5 X SOQUETE COM RABICHO BRANCO FOXLUX
2 X PA LIXO PLASTICA CABO LONGO 
2 X TORNEIRA JARDIM 3/4 AMARELA LONGA 1130 EMA METAIS";R$ 0,00;;Não
02/11/2024;1 X BOMBONA GRAND 20LTS C/TORNEIRA NALGON;R$ 0,00;;Não
02/11/2024;20 X ARGAMASSA ACII CERAMICA 2 EM 1 EXTERNA 20KG SIKA;R$ 0,00;;Não
02/11/2024;10 X FITA CREPE 48MMX50M ADELBRAS ;R$ 0,00;;Não
02/11/2024;1 X TORQUES ARMADOR 14 SAO ROMAO;R$ 0,00;;Não
02/11/2024;"1 X SIFAO SANFONADO PVC UNIVERSAL PLASTILIT
1 X DISJUNTOR BIPOLAR C40 STECK";R$ 0,00;;Não
02/11/2024;10 X TORNEIRA TANQUE PVC 3/4 REBOUCAS;R$ 0,00;;Não
02/11/2024;"2 X CAPACETE SEGURANCA AZUL
1 X BOTA SEGURANCA 39 CRIVAL";R$ 0,00;;Não
02/11/2024;"3 X CORTINA BOX ESTAMPADA 1,35X1,78M PLASTLEO
3 X LAMPADA LED GLOBO 20W E27 6500K BLUMENAU
3 X SOQUETE COM RABICHO BRANCO FOXLUX
1 X ESPANADOR PENAS DE AVESTRUZ MD 60 (Sales)";R$ 0,00;;Não
02/11/2024;"4 X REJUNTE BRANCO 5K QUARTZOLIT
5 X FITA ISOLANTE 18MMX20M IMPERIAL 3M ";R$ 0,00;;Não
02/11/2024;"2 X BROCA WIDEA SDS PLUS DEWALT 10MMX110MM
2 X BROCA WIDEA SDS PLUS DEWALT 13MMX160MM
2 X ELETRODO CIFARELLI 6013 3,25MM KG";R$ 0,00;;Não
02/11/2024;"10 X CHUMBADOR ACO CB 1/4X3 C/PARF. PROL
2 X CADEADO 35MM PADO
40 X BUCHA 08 SEM ANEL UNIDADE
40 X PARAFUSO SEXT. ROSCA SOBERBA 1/4X50 UN";R$ 0,00;;Não
02/11/2024;"25 X PLACA ISOPOR PAPEL 1,00X0,50CM 2,0CM (PCT C/12)
3 X COMPOUND ADESIVO SIKA";R$ 0,00;;Não
02/11/2024;"200 X AREIA MEDIA ENSACADA 20KG 
10 X CIMENTO CPII 50KG CSN 
18 X BARRA CANO 25 - 3/4"" PLASTILIT - METRO
10 X COTOVELO 25X90 PLASTILIT";R$ 0,00;;Não
02/11/2024;"50 X PEDRA ENSACADA 20KG
6 X COTOVELO ESGOTO 50X90º PLASTILIT
12 X BARRA CANO ESGOTO 50 - 2"" PLASTILIT - METRO";R$ 0,00;;Não
02/11/2024;"14 X RESISTENCIA DE LONGA DURAÇÃO LOREN ULTRA 220V 5500W
5 X PORTA PAPEL HIGIENICO ROLAO 600M 6X1 TRILHA ECOLOGIC";R$ 0,00;;Não
02/11/2024;"3 X SPUD PVC LIGACAO LUCONI 
3 X PARAFUSO VASO SANITARIO B10 LATAO C/2 ART METAIS
3 X BOLSA VASO SANITARIO PLASTICA PRETA";R$ 0,00;;Não
02/11/2024;"5 X PINO ACO LISO ACAO INDIRETA 1/4X45MM ANCORA
7 X PINO ACO COM ARRUELA CONICO 1/4X35 ACAO INDIRETA CX C/100 ANCORA
10 X FINCAPINO MAGAZINADOS AM27 CAIXA C/100 TIROS ANCORA
1 X CABO REDE PATCH CORD RJ45 INJET 20 METRO
1 X SWITCH DESKTOP - 10/100/1000MBPS 5 PORT";R$ 0,00;;Não
02/11/2024;"1 X TORNEIRA JARDIM ESFERA CADEADO ZAMAC 1/2"" BRAZHU ";R$ 0,00;;Não
02/11/2024;1 X VEDACIT 3,6L;R$ 0,00;;Não
02/11/2024;"2 X TERMINAL ANEL TPT 10MM 08 VERMELHO
3 X TERMINAL ILHOS SIMPLES 10,00MM VERMELHO
3 X TERMINAL ILHOS SIMPLES 6,00MM AMARELO
5 X FECHO PARA CADEADO 460X3 TRINCO 3 SILVANA";R$ 0,00;;Não
02/11/2024;1 X SWITCH DESKTOP - 10/100/1000MBPS 5 PORT;R$ 0,00;;Não
02/11/2024;"1 X TERMOMETRO DIGITAL INFRAVERMELHO
2 X DOBRADICA ZINCADA 850X3 SILVANA UN
1 X PORTA CADEADO 2.1/2 RCA
1 X CADEADO 20MM STAM";R$ 0,00;;Não
02/11/2024;2 X DISCO DIAMANTADO PORCELANATO BOSCH  ;R$ 0,00;;Não
02/11/2024;"5 X VALVULA LAVATORIO METAL S/L ALPHA ARR PVC ALPHA
8 X VALVULA LAVATORIO METAL S/ LADRAO MARTIN
1 X VALVULA LAVATORIO S/LADRAO PLAST. CROMADA LUCONI
1 X MASSA F12 MADEIRA 400GR BRANCA";R$ 0,00;;Não
02/11/2024;1 X COPO DESCARTAVEL 180ML TRL PS 25X100 C/ 2.500UN COPOSUL (SALES);R$ 0,00;;Não
02/11/2024;"5 X ROLO TEXTURA 23CM GROSSA S/C COMPEL
5 X SUPORTE ROLO  23CM COM GAIOLA
2 X BOTA BORRACHA 40 PT/AM CANO MEDIO PEGA FORTE 
2 X BOTA BORRACHA 44 PT/AM CANO MEDIO PEGA FORTE";R$ 0,00;;Não
02/11/2024;"5 X ESPUMA EXPANSIVA 500ML DRYKO
2 X PROLONGADOR KIT P/REGISTRO 2CM UNIFIX";R$ 0,00;;Não
02/11/2024;150 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Não
02/11/2024;"4 X PINO MACHO 10A 2P+T CINZA TRANSMOBIL
4 X PINO MACHO 20A 2P+T CINZA TRANSMOBIL
4 X PINO FEMEA 20A MOVEL 2P+T 20A  PERLEX
3 X PINO FEMEA 10A BRANCO 2P+T V96 C/PRENSA VOLTIN";R$ 0,00;;Não
02/11/2024;"10 X COTOVELO 25X90 FORTLEV
10 X LUVA 25 PLASTILIT
60 X BARRA CANO 25 - 3/4"" AMANCO - METRO";R$ 0,00;;Não
02/11/2024;5 X REJUNTE GRAFITE 1KG VOTOMASSA ;R$ 0,00;;Não
02/11/2024;5 X CAL PINTURA VOTORANTIM ITAU 8KG;R$ 0,00;;Não
02/11/2024;"2 X FLANGE 50 VIQUA
1 X CAPS 25 PLASTILIT 
4 X LUVA 32 PLASTILIT
5 X COTOVELO 25X90 PLASTILIT
1 X COLA PVC 175G TIGRE ";R$ 0,00;;Não
02/11/2024;3 X DISCO DIAMANTADO PORCELANATO CORTAG;R$ 0,00;;Não
02/11/2024;"2 X COMPOUND ADESIVO SIKA
20 X DOBRADICA ZINCADA 850X3 SILVANA UN
6 X FECHO PARA CADEADO TRINCO 1 INCA
6 X PORTA CADEADO 3.1/2
2 X CADEADO 35MM STAM";R$ 0,00;;Não
02/11/2024;1 X PARAFUSO DRYWALL 3,5X25 TROMB/AGULHA CX 1000 ;R$ 0,00;;Não
02/11/2024;1 X DISCO DIAMANTADO TURBO CORTAG ;R$ 0,00;;Não
02/11/2024;10 X DISCO SPED INOX 7X1.6X78 STARRETT;R$ 0,00;;Não
02/11/2024;2 X LINHA PEDREIRO TRANCADA 100MT;R$ 0,00;;Não
02/11/2024;2,35 X PISO ESMALTADO HD 7747A 58X58CM 1M² (CAIXA COM 2,35M²);R$ 0,00;;Não
02/11/2024;"1 X CADEADO 25MM STAM
1 X CADEADO 30MM PADO";R$ 0,00;;Não
02/11/2024;4 X PINO ACO LISO ACAO INDIRETA 1/4X45MM ANCORA;R$ 0,00;;Não
02/11/2024;"1 X CAIXA DESCARGA ALUMASA 9 LITROS
1 X ASSENTO SANITARIO SOFT BRANCO LUCONI
1 X ASSENTO SANITARIO TAMPA ENVOLVENTE BR 3385 HERC";R$ 0,00;;Não
02/11/2024;4 X CARNEIRA CAPACETE LEDAN;R$ 0,00;;Não
02/11/2024;"1 X CADEADO 25MM STAM
1 X CADEADO 30MM PADO";R$ 0,00;;Não
02/11/2024;3 X VEDA PORTA ADESIVO ESCOVA BRANCO 100CM PARA VAO 2MM AXTON;R$ 0,00;;Não
02/11/2024;1 X ACABAMENTO REGISTRO PRESSAO LEVEL ATE 1 DECA;R$ 0,00;;Não
02/11/2024;"1 X LONA PRETA GROSSA 4X50M 12KG ROLO SERLONAS/NEGREIRA
2 X MASSA PLASTICA PRETA 400GR CARPLAST ";R$ 0,00;;Não
02/11/2024;5 X REJUNTE PRETO GRAFITE 1K QUARTZOLIT;R$ 0,00;;Não
02/11/2024;20 X PEDRA ENSACADA 20KG;R$ 0,00;;Não
02/11/2024;1 X CARRINHO COMPRA CONDOMINIO ;R$ 0,00;;Não
02/11/2024;"5 X ASSENTO SANITARIO SOFT BRANCO LUCONI
4 X SABONETEIRA COM VENTOSA BRANCA MAXXIMO
8 X SABONETEIRA  BRANCA 
15 X CABIDE FUNDIDO 6398/3 ZI 4,5CM ALIANCA
2 X SUPORTE TV FIXO UNIVERSAL 10""-85"" PIX
1 X SABONETEIRA DISPENSER TRILHA EXACCTA PLUS EXCELÊNCIA
5 X PORTA CADEADO 2.1/2 RCA";R$ 0,00;;Não
01/11/2024;"2 X TINTA SPRAY (BRANCO FOSCO) TEKBOND
4 X LIXA MASSA 100 TATU (VERMELHA)";R$ 0,00;;Não
01/11/2024;;;;Não
01/11/2024;;;;Não
01/11/2024;;R$ 2.192,90;Cartão de Crédito;Não
01/11/2024;1 X PILHA AAA CAIXA TORRE PANASONIC C/4;R$ 10,30;Dinheiro;Não
01/11/2024;"1 X ADAPTADOR FEMEA 2 TRAÇOS+2P+T DANEVA
2 X ADAPTADOR BOB ESPONJA";R$ 31,33;Misto;Não
01/11/2024;1 X REGISTRO PRESSAO C23 1416X3/4 MARTIN;R$ 100,00;Dinheiro;Não
01/11/2024;1 X PILHA AAA/2 PALITO DURACELL;R$ 20,00;Dinheiro;Não
01/11/2024;"1 X REJUNTE PORCELANATO CINZA OUTONO 5KG SUPERFINO QUARTZOLIT
1 X FRETE + TAXAS";R$ 38,75;Mercado Livre;Não
01/11/2024;"1 X ANEL VEDACAO ESGOTO DN75 TIGRE
1 X CAPS ESGOTO 75 PLASTILIT";R$ 15,54;Cartão de Débito;Não
01/11/2024;"3 X BUCHA 10 COM ANEL UNIDADE
1 X CHAVE COMBINADA 12MM EDA";R$ 16,38;Cartão de Débito;Não
01/11/2024;10 X CAVILHA 6X30MM UNIDADE;R$ 4,50;Cartão de Débito;Não
01/11/2024;1 X AREIA MEDIA ENSACADA 20KG ;R$ 0,00;;Sim
01/11/2024;1 X MANGUEIRA MAQ.LAVAR ENTRADA 1,40M OLIPLAS;R$ 15,56;Cartão de Débito;Não
01/11/2024;4 X CORDA POLIESTER 8MM METRO;R$ 15,24;Cartão de Crédito;Não
01/11/2024;"1 X VERNIZ IMBUIA 1/4 SPARLACK
3 X LIXA MASSA 180 TATU (VERMELHA)
5 X PARAF CHIPBOARD 40X30 (7) UN
1 X THINNER 900ML NATRIELLI
1 X PINCEL 3/4 19MM TIGRE
2 X ROLO LA 05CM ANTI RESPINGO COMPEL";R$ 132,67;Cartão de Crédito;Não
01/11/2024;"1 X TOMADA 20A 2P+T EVIDENCE FAME
1 X SUPORTE CORTINA 1.35X1.48M SECALUX 
1 X CORTINA DE BOX VINIL VISOR RET.1,35M X 2,0M 620 PLASTLEO ";R$ 81,27;Cartão de Débito;Não
01/11/2024;"3 X COTOVELO ESGOTO 100X90º PLASTILIT
10 X PARAFUSO CHATO 4,5X45 UN
10 X BUCHA 08 COM ANEL UNIDADE";R$ 38,86;Cartão de Débito;Não
01/11/2024;"1 X OLEO DESENGRIPANTE WD-40 100ML
1 X FITA ISOLANTE 19MMX10M ADELBRAS";R$ 39,41;Cartão de Crédito;Não
01/11/2024;1 X LAMPADA TUBOLED 18W 6500K LED BEE;R$ 50,00;Dinheiro;Não
01/11/2024;1 X TRENA 5M EMBORRACHADA 19MM EDA;R$ 20,11;Cartão de Crédito;Não
01/11/2024;1 X ASSENTO SANITARIO OVAL BR TALENTO ASTRA;R$ 38,80;Transferencia;Não
01/11/2024;1 X REJUNTE BRANCO 1KG QUARTZOLIT;R$ 11,45;Cartão de Débito;Não
01/11/2024;2 X ARGAMASSA ACI INTERNA 20KG VOTORANTIM;R$ 0,00;;Não
01/11/2024;"10 X PARAFUSO CHATO 4,5X45 UN
10 X BUCHA 08 COM ANEL UNIDADE";R$ 7,60;Cartão de Débito;Não
01/11/2024;"6 X ARGAMASSA PISO/PISO E PORCEL 20KG BRANCA VOTORANTIM
3 X SACO ENTULHO PACOTE C/10";R$ 401,58;Cartão de Crédito;Não
01/11/2024;"2 X LAMPADA BOLINHA (LARANJA) 127V 15W
1 X LAMPADA BOLINHA AMARELA 15X127V SADOKIN";R$ 21,05;Cartão de Crédito;Não
01/11/2024;"1 X GESSO RAPIDO 1KG INDEFLEX 
1 X MASSA CORRIDA ACRILICA 900ML EUCATEX";R$ 23,64;Cartão de Débito;Não
01/11/2024;1 X FIXADOR DE PORTA PISO ALIANCA;R$ 11,93;Dinheiro;Não
01/11/2024;1 X SILICONE ACETICO TRANSPARENTE 50G DRYKO;R$ 11,00;Dinheiro;Não
01/11/2024;1 X BROCA WIDEA 6MMX100MM;R$ 8,76;Cartão de Débito;Não
01/11/2024;10 X LONA PRETA FINA METRO ;R$ 200,00;Dinheiro;Não
01/11/2024;3 X CONTROLE VENTILADOR LUZ SOBREPOR QV39 QUALITRONIX;R$ 110,52;Cartão de Débito;Não
01/11/2024;"8 X PARAFUSO TELHEIRO KIT VEDACAO 110 UN.
2 X CANTONEIRA 2.1/2 BRANCA
8 X BUCHA 10 COM ANEL UNIDADE";R$ 46,46;Cartão de Débito;Não
01/11/2024;"40 X PARAFUSO DRYWALL AGULH ATARR 3,5X25 UN
3 X CAIXA LUZ AMARELA EMBUTIR 4X2 TRAMONT.
1 X ARGAMASSA ACI 5KG QUARTZOLIT 
2 X CIMENTO CINZA 1KG JUNTALIDER
1 X AREIA MEDIA ENSACADA 20KG 
3 X TOMADA 20A 2 POLOS + TERRA RADIAL";R$ 74,41;Cartão de Débito;Não
01/11/2024;1 X ESGUICHO REVOLVER 1/2 HERC CENG.3501;R$ 20,80;Cartão de Débito;Não
01/11/2024;"1 X CIMENTO CINZA 5KG INDEFLEX
1 X SOQUETE COM RABICHO BRANCO FOXLUX";R$ 20,04;Transferencia;Não
01/11/2024;1 X CACAMBA MASSA PVC 20LTS PRETO NOVA;R$ 19,78;Cartão de Débito;Não
01/11/2024;1 X ADESIVO DE CONTATO CASCOLA 195G;R$ 25,16;Dinheiro;Não
01/11/2024;"3 X DOBRADICA CANTO ZINCADO 850X2.1/2"" C/3 PC";R$ 46,34;Transferencia;Não
01/11/2024;1 X FITA PERFURADA 19MMX10MT RRC;R$ 38,29;Cartão de Crédito;Não
01/11/2024;"3 X SARRAFO PINUS BRUTO 05CMX3MT
2 X SARRAFO PINUS BRUTO 10CMX3MT";R$ 68,02;Cartão de Crédito;Não
01/11/2024;"1 X BARRA CANO ESGOTO 50 - 2"" PLASTILIT - METRO
1 X COTOVELO ESGOTO 50X90º PLASTILIT
1 X CAPS ESGOTO 100 PLASTILIT
1 X AREIA MEDIA ENSACADA 20KG ";R$ 26,00;Transferencia;Não
01/11/2024;1 X VEDA ROSCA 18MMX25M TIGRE;R$ 10,00;Dinheiro;Não
01/11/2024;2 X CORDA SISAL 8MM;R$ 9,32;Cartão de Débito;Não
01/11/2024;"1 X FITA ADESIVA MULTIUSO 05CM VEDATUDO ROLO
1 X ROLO LA 15CM PINTURA COMPEL
1 X PU40 CINZA 400GR CIBRAFLEX";R$ 56,46;Cartão de Débito;Não
01/11/2024;1 X FITA ADESIVA MULTIUSO 45CM VEDATUDO METRO;R$ 100,00;Dinheiro;Não
01/11/2024;1 X CORTADOR DE FORMICA EDUS 14249;R$ 33,77;Cartão de Débito;Não
01/11/2024;1 X FITA EMBALAGEM MARROM 48MMX45M ALLTAPE;R$ 0,00;;Não
01/11/2024;1 X TORNEIRA JARDIM 3/4 CROMADA CURTA 1128 MARTIN;R$ 34,23;Cartão de Débito;Não
01/11/2024;1 X MULTIMETRO DIGITAL BRASFORT;R$ 45,48;Dinheiro;Não
01/11/2024;"2 X DOBRADICA PRESSAO 35MM CURVA JOMARCA
8 X PARAFUSO MADEIRA PHS 32X12 JOMARCA";R$ 13,76;Cartão de Débito;Não
01/11/2024;;R$ 2.192,90;Cartão de Crédito;Sim
01/11/2024;2 X FITA EMBALAGEM TRANSPARENTE 48MMX50M RB;R$ 12,80;Dinheiro;Não
01/11/2024;1 X ROLO LA 15CM PINTURA COMPEL;R$ 8,52;Cartão de Débito;Não
01/11/2024;"1 X FRISO PARA PORTA 80CM ALUMINIO ALUREM
1 X REPARO VALVULA KIT CART HIDR 2M 2020 CENSI";R$ 77,69;Transferencia;Não
01/11/2024;;R$ 858,11;Condominio;Não
01/11/2024;;R$ 993,00;Condominio;Não
01/11/2024;;R$ 727,42;Condominio;Não
01/11/2024;;R$ 114,41;Condominio;Não
01/11/2024;;R$ 1.869,60;Condominio;Não
01/11/2024;1 X RAPIDISSIMO 900G VEDACIT ;R$ 25,11;Transferencia;Não
01/11/2024;"80 X AREIA MEDIA ENSACADA 20KG 
1 X VASSOURA GRAMA PLASTICO GD C/C 13010 VM MAX
1 X LAMPADA TUBOLED 09W 6500K LED BEE";R$ 496,01;Cartão de Crédito;Não
01/11/2024;1 X GRAXA AZUL DE LITIO 80G GARIN;R$ 11,00;Cartão de Débito;Não
01/11/2024;1 X REGUA SARRAFEAR ALUMINIO 2M ALUREM;R$ 35,72;Cartão de Débito;Não
01/11/2024;1 X ESPATULA 08CM CABO PLASTICO MAX;R$ 8,52;Cartão de Débito;Não
01/11/2024;1 X EMENDA MANGUEIRA 1/2 PVC 78510 TRAMONTINA;R$ 5,11;Cartão de Débito;Não
01/11/2024;1 X GATILHO DUCHA HIGIENICA PLASTICA BRANCA/CROMADA ALPHA;R$ 22,01;Dinheiro;Não
01/11/2024;;;;Não
01/11/2024;1 X LUVA COMFORT PROSAFETY 10 PRETO;R$ 0,00;;Não
01/11/2024;"1 X ABRACADEIRA ROSCA SEM FIM 5/8"" 3/4"" 9MM
1 X ENGATE RAPIDO 3/4X1/2 PARA AGUA ALUMINIO";R$ 0,00;;Não
01/11/2024;"1 X PINCEL 3/4 19MM TIGRE
1 X PINCEL 1.1/2"" 38,1MM ROMA
1 X ROLO POLIESTER 09CM COMPEL 
1 X ESMALTE SINTETICO CINZA MEDIO 225ML
1 X AGUARRAS 450ML - NATRIELLI";R$ 61,83;Cartão de Débito;Não
01/11/2024;"3 X BARRA CANO 25 - 3/4"" AMANCO - METRO";R$ 23,13;Cartão de Crédito;Não
01/11/2024;4 X LONA PRETA MEDIA METRO;R$ 0,00;;Sim
01/11/2024;4 X REGISTRO ESFERA SOLDAVEL 50 VIQUA ;R$ 121,20;Condominio;Não
01/11/2024;36 X GRELHA PVC BRANCA 10CM REDONDA LUCONI;R$ 0,00;;Não
01/11/2024;"2 X TINTA LATEX BRANCO FOSCO 18L EUCALAR
6 X BARRA CANO 25 - 3/4"" AMANCO - METRO
3 X COTOVELO 25X90 PLASTILIT
1 X COTOVELO AZUL 25X3/4 PLASTILIT";R$ 0,00;;Não
01/11/2024;"20 X CANTONEIRA COM 3M BRANCA 1""
5 X CANTONEIRA COM 3M ALUMINIO 1"" ";R$ 0,00;;Não
01/11/2024;"4 X TERM. PRE ISOL. FEMEA 1,5-2,5mm-AZUL
2 X CONECTOR RJ45 BLINDADO CAT5E 
2 X EMENDA FEMEA RJ 45
1 X ROLO ESPUMA 09CM POP COMPEL";R$ 0,00;;Não
01/11/2024;"2 X VASSOURAO GARI FIO NYLON COM CABO 34510 MAX
18 X CONECTOR RJ45 8X8 UNIDADE  ";R$ 107,30;Condominio;Não
01/11/2024;1 X BOTINA NOBUCK 42 BIQ.PVC CAFE CRIVAL ;R$ 137,22;Condominio;Não
01/11/2024;"1 X BOTINA NOBUCK 41 BIQ.PVC CAFE MARLUVAS 
1 X BOTINA NOBUCK 42 BIQ.PVC CAFE MARLUVAS 
1 X BOTINA NOBUCK 43 BIQ.PVC CAFE MARLUVAS ";R$ 0,00;;Não
